  File "Experiments.py", line 15
    %matplotlib inline
    ^
SyntaxError: invalid syntax
Using cache found in /cis/home/zwang/.cache/torch/hub/pytorch_vision_v0.6.0
epoch=0/60, train loss = 0.170, train_accuracy = 0.820
epoch=4/60, train loss = 0.002, train_accuracy = 1.000
epoch=4/60, val loss = 0.087, val_accuracy = 0.880
epoch=5/60, train loss = 0.001, train_accuracy = 1.000
epoch=5/60, val loss = 0.092, val_accuracy = 0.880
epoch=6/60, train loss = 0.010, train_accuracy = 0.990
epoch=6/60, val loss = 0.079, val_accuracy = 0.880
epoch=7/60, train loss = 0.001, train_accuracy = 1.000
epoch=7/60, val loss = 0.100, val_accuracy = 0.880
epoch=8/60, train loss = 0.003, train_accuracy = 1.000
epoch=8/60, val loss = 0.089, val_accuracy = 0.880
epoch=9/60, train loss = 0.001, train_accuracy = 1.000
epoch=9/60, val loss = 0.094, val_accuracy = 0.880
epoch=10/60, train loss = 0.001, train_accuracy = 1.000
epoch=10/60, val loss = 0.081, val_accuracy = 0.870
epoch=11/60, train loss = 0.055, train_accuracy = 0.980
epoch=11/60, val loss = 0.090, val_accuracy = 0.880
epoch=12/60, train loss = 0.001, train_accuracy = 1.000
epoch=12/60, val loss = 0.092, val_accuracy = 0.880
epoch=13/60, train loss = 0.001, train_accuracy = 1.000
epoch=13/60, val loss = 0.093, val_accuracy = 0.860
epoch=14/60, train loss = 0.001, train_accuracy = 1.000
epoch=14/60, val loss = 0.088, val_accuracy = 0.880
epoch=15/60, train loss = 0.002, train_accuracy = 1.000
epoch=15/60, val loss = 0.086, val_accuracy = 0.890
epoch=16/60, train loss = 0.023, train_accuracy = 0.990
epoch=16/60, val loss = 0.086, val_accuracy = 0.900
epoch=17/60, train loss = 0.002, train_accuracy = 1.000
epoch=17/60, val loss = 0.096, val_accuracy = 0.880
epoch=18/60, train loss = 0.001, train_accuracy = 1.000
epoch=18/60, val loss = 0.092, val_accuracy = 0.880
epoch=19/60, train loss = 0.005, train_accuracy = 1.000
epoch=19/60, val loss = 0.098, val_accuracy = 0.880
epoch=20/60, train loss = 0.000, train_accuracy = 1.000
epoch=20/60, val loss = 0.089, val_accuracy = 0.870
epoch=21/60, train loss = 0.002, train_accuracy = 1.000
epoch=21/60, val loss = 0.089, val_accuracy = 0.860
epoch=22/60, train loss = 0.039, train_accuracy = 0.990
epoch=22/60, val loss = 0.081, val_accuracy = 0.880
epoch=23/60, train loss = 0.001, train_accuracy = 1.000
epoch=23/60, val loss = 0.089, val_accuracy = 0.850
epoch=24/60, train loss = 0.001, train_accuracy = 1.000
epoch=24/60, val loss = 0.092, val_accuracy = 0.870
epoch=25/60, train loss = 0.001, train_accuracy = 1.000
epoch=25/60, val loss = 0.084, val_accuracy = 0.880
epoch=26/60, train loss = 0.002, train_accuracy = 1.000
epoch=26/60, val loss = 0.087, val_accuracy = 0.860
epoch=27/60, train loss = 0.029, train_accuracy = 0.990
epoch=27/60, val loss = 0.089, val_accuracy = 0.860
epoch=28/60, train loss = 0.008, train_accuracy = 1.000
epoch=28/60, val loss = 0.086, val_accuracy = 0.870
epoch=29/60, train loss = 0.001, train_accuracy = 1.000
epoch=29/60, val loss = 0.082, val_accuracy = 0.890
epoch=30/60, train loss = 0.027, train_accuracy = 0.990
epoch=30/60, val loss = 0.081, val_accuracy = 0.880
epoch=31/60, train loss = 0.027, train_accuracy = 0.960
epoch=31/60, val loss = 0.080, val_accuracy = 0.880
epoch=32/60, train loss = 0.001, train_accuracy = 0.990
epoch=32/60, val loss = 0.085, val_accuracy = 0.860
epoch=33/60, train loss = 0.005, train_accuracy = 0.990
epoch=33/60, val loss = 0.090, val_accuracy = 0.880
epoch=34/60, train loss = 0.001, train_accuracy = 1.000
epoch=34/60, val loss = 0.095, val_accuracy = 0.870
epoch=35/60, train loss = 0.001, train_accuracy = 1.000
epoch=35/60, val loss = 0.088, val_accuracy = 0.890
epoch=36/60, train loss = 0.002, train_accuracy = 1.000
epoch=36/60, val loss = 0.079, val_accuracy = 0.880
epoch=37/60, train loss = 0.001, train_accuracy = 1.000
epoch=37/60, val loss = 0.098, val_accuracy = 0.870
epoch=38/60, train loss = 0.002, train_accuracy = 1.000
epoch=38/60, val loss = 0.089, val_accuracy = 0.870
epoch=39/60, train loss = 0.003, train_accuracy = 1.000
epoch=39/60, val loss = 0.092, val_accuracy = 0.890
epoch=40/60, train loss = 0.036, train_accuracy = 0.990
epoch=40/60, val loss = 0.094, val_accuracy = 0.860
epoch=41/60, train loss = 0.001, train_accuracy = 1.000
epoch=41/60, val loss = 0.091, val_accuracy = 0.850
epoch=42/60, train loss = 0.043, train_accuracy = 0.980
epoch=42/60, val loss = 0.089, val_accuracy = 0.890
epoch=43/60, train loss = 0.002, train_accuracy = 1.000
epoch=43/60, val loss = 0.093, val_accuracy = 0.870
epoch=44/60, train loss = 0.002, train_accuracy = 0.990
epoch=44/60, val loss = 0.091, val_accuracy = 0.870
epoch=45/60, train loss = 0.001, train_accuracy = 1.000
epoch=45/60, val loss = 0.094, val_accuracy = 0.870
epoch=46/60, train loss = 0.002, train_accuracy = 1.000
epoch=46/60, val loss = 0.085, val_accuracy = 0.860
epoch=47/60, train loss = 0.009, train_accuracy = 0.980
epoch=47/60, val loss = 0.089, val_accuracy = 0.870
epoch=48/60, train loss = 0.001, train_accuracy = 1.000
epoch=48/60, val loss = 0.093, val_accuracy = 0.860
epoch=49/60, train loss = 0.001, train_accuracy = 1.000
epoch=49/60, val loss = 0.085, val_accuracy = 0.890
epoch=50/60, train loss = 0.008, train_accuracy = 0.990
epoch=50/60, val loss = 0.089, val_accuracy = 0.880
epoch=51/60, train loss = 0.002, train_accuracy = 1.000
epoch=51/60, val loss = 0.082, val_accuracy = 0.880
epoch=52/60, train loss = 0.001, train_accuracy = 1.000
epoch=52/60, val loss = 0.089, val_accuracy = 0.880
epoch=53/60, train loss = 0.002, train_accuracy = 1.000
epoch=53/60, val loss = 0.079, val_accuracy = 0.870
epoch=54/60, train loss = 0.001, train_accuracy = 1.000
epoch=54/60, val loss = 0.086, val_accuracy = 0.890
epoch=55/60, train loss = 0.001, train_accuracy = 1.000
epoch=55/60, val loss = 0.088, val_accuracy = 0.860
epoch=56/60, train loss = 0.021, train_accuracy = 0.990
epoch=56/60, val loss = 0.087, val_accuracy = 0.870
epoch=57/60, train loss = 0.003, train_accuracy = 0.990
epoch=57/60, val loss = 0.088, val_accuracy = 0.880
epoch=58/60, train loss = 0.006, train_accuracy = 0.980
epoch=58/60, val loss = 0.087, val_accuracy = 0.870
epoch=59/60, train loss = 0.035, train_accuracy = 0.990
epoch=59/60, val loss = 0.078, val_accuracy = 0.860
